Desc Carrera,Desc Materia,Calif Final,sexo,edad,Grado 
PREPARATORIA (NVO. PLAN),BIOLOGIA II,9,F,17,4 
PREPARATORIA (NVO. PLAN),PSICOLOGIA,9,F,17,4 
PREPARATORIA (NVO. PLAN),LENGUA ADICIONAL AL ESPANOL IV,9,F,17,4 
PREPARATORIA (NVO. PLAN),TECNOLOGIA I,9,F,17,5 
PREPARATORIA (NVO. PLAN),FILOSOFIA,9,F,17,5 
PREPARATORIA (NVO. PLAN),PSICOLOGIA,10,F,17,5 
PREPARATORIA (NVO. PLAN),ECOLOGIA Y MEDIO AMBIENTE,10,F,17,5 
PREPARATORIA (NVO. PLAN),METODOLOGIA DE LA INVESTIGAC.,10,F,17,5 
PREPARATORIA (NVO. PLAN),PSICOLOGIA,10,M,17,5 
PREPARATORIA (NVO. PLAN),DERECHO,9,M,17,5 
PREPARATORIA (NVO. PLAN),ADMINISTRACION I,10,M,17,5 
PREPARATORIA (NVO. PLAN),TEMAS SELECTOS DE FISICA I,10,M,17,5 
PREPARATORIA (NVO. PLAN),CALCULO DIFERENCIAL,9,M,17,5 
PREPARATORIA (NVO. PLAN),ECOLOGIA Y MEDIO AMBIENTE,9,M,17,5 
PREPARATORIA (NVO. PLAN),LENGUA ADICIONAL AL ESPANOL IV,8,M,17,4 
PREPARATORIA (NVO. PLAN),BIOLOGIA II,8,M,17,4 
PREPARATORIA (NVO. PLAN),MATEMATICAS IV,7,M,17,4 
PREPARATORIA (NVO. PLAN),METODOLOGIA DE LA INVESTIGAC.,5,M,17,4 
PREPARATORIA (NVO. PLAN),LITERATURA II,7,M,17,4 
PREPARATORIA (NVO. PLAN),TECNOLOGIA I,9,M,16,5 
PREPARATORIA (NVO. PLAN),LITERATURA II,8,M,16,5 
PREPARATORIA (NVO. PLAN),FILOSOFIA,8,M,16,5 
PREPARATORIA (NVO. PLAN),ECOLOGIA Y MEDIO AMBIENTE,9,M,16,5 
PREPARATORIA (NVO. PLAN),METODOLOGIA DE LA INVESTIGAC.,8,M,16,5 
PREPARATORIA (NVO. PLAN),INFORMATICA II,6,M,17,3 
PREPARATORIA (NVO. PLAN),MATEMATICAS III,6,M,17,3 
PREPARATORIA (NVO. PLAN),HISTORIA DE NUESTRO TIEMPO,8,M,17,3 
PREPARATORIA (NVO. PLAN),BIOLOGIA I,7,M,17,3 
PREPARATORIA (NVO. PLAN),QUIMICA,5,M,17,3 
PREPARATORIA (NVO. PLAN),TEMAS SELECTOS DE FISICA II,9,F,17,6 
PREPARATORIA (NVO. PLAN),TECNOLOGIA II,6,F,17,6 
PREPARATORIA (NVO. PLAN),CALCULO INTEGRAL,8,F,17,6 
PREPARATORIA (NVO. PLAN),CALIDAD Y PRODUCTIVIDAD,7,F,17,6 
PREPARATORIA (NVO. PLAN),TEM.SELEC.DE CIENCS D/LA S.II,8,F,17,6 
PREPARATORIA (NVO. PLAN),ESTRUC.SOCIOECONOM. DE MEXICO,7,F,17,6 
PREPARATORIA (NVO. PLAN),TEMAS SELECTOS DE QUIMICA II,6,F,17,6 
PREPARATORIA (NVO. PLAN),HISTORIA DE NUESTRO TIEMPO,8,F,17,4 
PREPARATORIA (NVO. PLAN),BIOLOGIA II,9,F,17,4 
PREPARATORIA (NVO. PLAN),MATEMATICAS IV,9,F,17,4 
PREPARATORIA (NVO. PLAN),PSICOLOGIA,9,F,17,4 
PREPARATORIA (NVO. PLAN),METODOLOGIA DE LA INVESTIGAC.,8,F,17,4 
PREPARATORIA (NVO. PLAN),METODOLOGIA DE LA INVESTIGAC.,9,F,17,4 
PREPARATORIA (NVO. PLAN),PSICOLOGIA,9,F,17,4 
PREPARATORIA (NVO. PLAN),FILOSOFIA,9,F,17,4 
PREPARATORIA (NVO. PLAN),ADMINISTRACION I,9,F,17,4 
PREPARATORIA (NVO. PLAN),ECOLOGIA Y MEDIO AMBIENTE,10,F,17,4 
PREPARATORIA (NVO. PLAN),CALIDAD Y PRODUCTIVIDAD,8,M,17,6 
PREPARATORIA (NVO. PLAN),CALCULO INTEGRAL,7,M,17,6 
PREPARATORIA (NVO. PLAN),ESTRUC.SOCIOECONOM. DE MEXICO,8,M,17,6 
PREPARATORIA (NVO. PLAN),ADMINISTRACION II,7,M,17,6 
PREPARATORIA (NVO. PLAN),TEMAS SELECTOS DE FISICA II,8,M,17,6 
PREPARATORIA (NVO. PLAN),TEMAS SELECTOS DE QUIMICA II,7,M,17,6 
PREPARATORIA (NVO. PLAN),TECNOLOGIA II,8,M,17,6 
PREPARATORIA (NVO. PLAN),QUIMICA,5,M,17,4 
PREPARATORIA (NVO. PLAN),BIOLOGIA I,6,M,17,4 
PREPARATORIA (NVO. PLAN),FILOSOFIA,5,M,17,4 
PREPARATORIA (NVO. PLAN),LITERATURA II,7,M,17,4 
PREPARATORIA (NVO. PLAN),MATEMATICAS IV,6,M,17,4 
PREPARATORIA (NVO. PLAN),CALCULO DIFERENCIAL,9,F,17,5 
PREPARATORIA (NVO. PLAN),ECOLOGIA Y MEDIO AMBIENTE,10,F,17,5 
PREPARATORIA (NVO. PLAN),TECNOLOGIA I,9,F,17,5 
PREPARATORIA (NVO. PLAN),ADMINISTRACION I,9,F,17,5 
PREPARATORIA (NVO. PLAN),PSICOLOGIA,10,F,17,5 
PREPARATORIA (NVO. PLAN),METODOLOGIA DE LA INVESTIGAC.,8,M,17,5 
PREPARATORIA (NVO. PLAN),LENGUA ADICIONAL AL ESPANOL IV,10,M,17,5 
PREPARATORIA (NVO. PLAN),FILOSOFIA,10,M,17,5 
PREPARATORIA (NVO. PLAN),ECOLOGIA Y MEDIO AMBIENTE,9,M,17,5 
PREPARATORIA (NVO. PLAN),TECNOLOGIA I,9,M,17,5 
PREPARATORIA (NVO. PLAN),ECOLOGIA Y MEDIO AMBIENTE,8,M,17,5 
PREPARATORIA (NVO. PLAN),TECNOLOGIA I,9,M,17,5 
PREPARATORIA (NVO. PLAN),ADMINISTRACION I,10,M,17,5 
PREPARATORIA (NVO. PLAN),DERECHO,8,M,17,5 
PREPARATORIA (NVO. PLAN),PSICOLOGIA,9,M,17,5 
PREPARATORIA (NVO. PLAN),PSICOLOGIA,10,M,17,4 
PREPARATORIA (NVO. PLAN),LITERATURA II,9,M,17,4 
PREPARATORIA (NVO. PLAN),FILOSOFIA,9,M,17,4 
PREPARATORIA (NVO. PLAN),METODOLOGIA DE LA INVESTIGAC.,9,M,17,4 
PREPARATORIA (NVO. PLAN),ECOLOGIA Y MEDIO AMBIENTE,9,M,17,4 
PREPARATORIA (NVO. PLAN),ECOLOGIA Y MEDIO AMBIENTE,9,M,17,5 
PREPARATORIA (NVO. PLAN),LITERATURA II,9,M,17,5 
PREPARATORIA (NVO. PLAN),TECNOLOGIA I,9,M,17,5 
PREPARATORIA (NVO. PLAN),METODOLOGIA DE LA INVESTIGAC.,10,M,17,5 
PREPARATORIA (NVO. PLAN),FILOSOFIA,9,M,17,5 
PREPARATORIA (NVO. PLAN),COMPORTAMIENTO ORGANIZAC. I,7,M,16,5 
PREPARATORIA (NVO. PLAN),ADMINISTRACION I,9,M,16,5 
PREPARATORIA (NVO. PLAN),PROBABILIDAD Y ESTADISTICA,7,M,16,5 
PREPARATORIA (NVO. PLAN),SOCIOLOGIA,9,M,16,5 
PREPARATORIA (NVO. PLAN),PSICOLOGIA,10,M,16,5 
PREPARATORIA (NVO. PLAN),PROBABILIDAD Y ESTADISTICA,10,M,16,5 
PREPARATORIA (NVO. PLAN),METODOLOGIA DE LA INVESTIGAC.,9,M,16,5 
PREPARATORIA (NVO. PLAN),ECOLOGIA Y MEDIO AMBIENTE,10,M,16,5 
PREPARATORIA (NVO. PLAN),LENGUA ADICIONAL AL ESPANOL IV,9,M,16,5 
PREPARATORIA (NVO. PLAN),PSICOLOGIA,10,M,16,5 
PREPARATORIA (NVO. PLAN),LENGUA ADIC. AL ESPANOL III,7,M,17,4 
PREPARATORIA (NVO. PLAN),METODOLOGIA DE LA INVESTIGAC.,7,M,17,4 
PREPARATORIA (NVO. PLAN),FILOSOFIA,6,M,17,4 
PREPARATORIA (NVO. PLAN),BIOLOGIA II,7,M,17,4 
PREPARATORIA (NVO. PLAN),MATEMATICAS IV,7,M,17,4 
PREPARATORIA (NVO. PLAN),BIOLOGIA II,10,M,16,5 
PREPARATORIA (NVO. PLAN),FILOSOFIA,10,M,16,5 
PREPARATORIA (NVO. PLAN),PSICOLOGIA,10,M,16,5 
PREPARATORIA (NVO. PLAN),TECNOLOGIA I,10,M,16,5 
PREPARATORIA (NVO. PLAN),ECOLOGIA Y MEDIO AMBIENTE,10,M,16,5 
PREPARATORIA (NVO. PLAN),HISTORIA DEL ARTE,9,M,17,6 
PREPARATORIA (NVO. PLAN),MATEMATICAS FINANCIERAS,7,M,17,6 
PREPARATORIA (NVO. PLAN),ADMINISTRACION II,9,M,17,6 
PREPARATORIA (NVO. PLAN),CALIDAD Y PRODUCTIVIDAD,8,M,17,6 
PREPARATORIA (NVO. PLAN),ESTRUC.SOCIOECONOM. DE MEXICO,9,M,17,6 
PREPARATORIA (NVO. PLAN),CIENCIAS DE LA COMUNICACION,9,M,17,6 
PREPARATORIA (NVO. PLAN),COMPORTAM. ORGANIZACIONAL II,9,M,17,6 
PREPARATORIA (NVO. PLAN),PROBABILIDAD Y ESTADISTICA,8,F,17,4 
PREPARATORIA (NVO. PLAN),TECNOLOGIA I,8,F,17,4 
PREPARATORIA (NVO. PLAN),LENGUA ADICIONAL AL ESPANOL IV,9,F,17,4 
PREPARATORIA (NVO. PLAN),BIOLOGIA II,8,F,17,4 
PREPARATORIA (NVO. PLAN),METODOLOGIA DE LA INVESTIGAC.,9,F,17,4 
PREPARATORIA (NVO. PLAN),LITERATURA II,9,F,17,4 
PREPARATORIA (NVO. PLAN),LITERATURA II,8,M,17,5 
PREPARATORIA (NVO. PLAN),ECOLOGIA Y MEDIO AMBIENTE,10,M,17,5 
PREPARATORIA (NVO. PLAN),TECNOLOGIA I,9,M,17,5 
PREPARATORIA (NVO. PLAN),METODOLOGIA DE LA INVESTIGAC.,9,M,17,5 
PREPARATORIA (NVO. PLAN),LENGUA ADICIONAL AL ESPANOL IV,9,M,17,5 
PREPARATORIA (NVO. PLAN),ADMINISTRACION I,10,F,17,6 
PREPARATORIA (NVO. PLAN),CALCULO INTEGRAL,9,F,17,6 
PREPARATORIA (NVO. PLAN),ESTRUC.SOCIOECONOM. DE MEXICO,10,F,17,6 
PREPARATORIA (NVO. PLAN),TEMAS SELECTOS DE QUIMICA I,8,F,17,6 
PREPARATORIA (NVO. PLAN),TEMAS SELECTOS DE FISICA I,7,F,17,6 
PREPARATORIA (NVO. PLAN),TEM.SELEC.DE CIENC.D/LA SAL.I,10,F,17,6 
PREPARATORIA (NVO. PLAN),ADMINISTRACION I,10,F,17,5 
PREPARATORIA (NVO. PLAN),DERECHO,10,F,17,5 
PREPARATORIA (NVO. PLAN),PROBABILIDAD Y ESTADISTICA,9,F,17,5 
PREPARATORIA (NVO. PLAN),SOCIOLOGIA,10,F,17,5 
PREPARATORIA (NVO. PLAN),ECOLOGIA Y MEDIO AMBIENTE,10,F,17,5 
PREPARATORIA (NVO. PLAN),COMPORTAMIENTO ORGANIZAC. I,10,F,17,5 
PREPARATORIA (NVO. PLAN),LENGUA ADICIONAL AL ESPANOL IV,10,M,16,5 
PREPARATORIA (NVO. PLAN),ECOLOGIA Y MEDIO AMBIENTE,9,M,16,5 
PREPARATORIA (NVO. PLAN),PSICOLOGIA,10,M,16,5 
PREPARATORIA (NVO. PLAN),METODOLOGIA DE LA INVESTIGAC.,10,M,16,5 
PREPARATORIA (NVO. PLAN),TECNOLOGIA I,9,M,16,5 
PREPARATORIA (NVO. PLAN),FILOSOFIA,10,M,17,4 
PREPARATORIA (NVO. PLAN),ECOLOGIA Y MEDIO AMBIENTE,9,M,17,4 
PREPARATORIA (NVO. PLAN),PSICOLOGIA,10,M,17,4 
PREPARATORIA (NVO. PLAN),LITERATURA II,8,M,17,4 
PREPARATORIA (NVO. PLAN),METODOLOGIA DE LA INVESTIGAC.,7,M,17,4 
PREPARATORIA (NVO. PLAN),METODOLOGIA DE LA INVESTIGAC.,8,F,16,5 
PREPARATORIA (NVO. PLAN),TECNOLOGIA I,8,F,16,5 
PREPARATORIA (NVO. PLAN),PSICOLOGIA,9,F,16,5 
PREPARATORIA (NVO. PLAN),ADMINISTRACION I,9,F,16,5 
PREPARATORIA (NVO. PLAN),DERECHO,7,F,16,5 
PREPARATORIA (NVO. PLAN),ECOLOGIA Y MEDIO AMBIENTE,8,F,16,5 
PREPARATORIA (NVO. PLAN),TEMAS SELECTOS DE FISICA I,9,M,17,6 
PREPARATORIA (NVO. PLAN),TEMAS SELECTOS DE QUIMICA I,8,M,17,6 
PREPARATORIA (NVO. PLAN),CALCULO DIFERENCIAL,8,M,17,6 
PREPARATORIA (NVO. PLAN),DERECHO,9,M,17,6 
PREPARATORIA (NVO. PLAN),ADMINISTRACION II,9,M,17,6 
PREPARATORIA (NVO. PLAN),ESTRUC.SOCIOECONOM. DE MEXICO,8,M,17,6 
PREPARATORIA (NVO. PLAN),CALCULO DIFERENCIAL,7,M,16,6 
PREPARATORIA (NVO. PLAN),ADMINISTRACION I,8,M,16,6 
PREPARATORIA (NVO. PLAN),TEM.SELEC.DE CIENC.D/LA SAL.I,9,M,16,6 
PREPARATORIA (NVO. PLAN),FILOSOFIA,10,M,16,6 
PREPARATORIA (NVO. PLAN),TEMAS SELECTOS DE QUIMICA I,7,M,16,6 
PREPARATORIA (NVO. PLAN),TECNOLOGIA II,7,M,16,6 
PREPARATORIA (NVO. PLAN),TEMAS SELECTOS DE FISICA I,5,M,16,6 
PREPARATORIA (NVO. PLAN),ECOLOGIA Y MEDIO AMBIENTE,9,F,17,5 
PREPARATORIA (NVO. PLAN),ADMINISTRACION I,9,F,17,5 
PREPARATORIA (NVO. PLAN),DERECHO,9,F,17,5 
PREPARATORIA (NVO. PLAN),SOCIOLOGIA,9,F,17,5 
PREPARATORIA (NVO. PLAN),TECNOLOGIA I,9,F,17,5 
PREPARATORIA (NVO. PLAN),PROBABILIDAD Y ESTADISTICA,8,F,17,5 
PREPARATORIA (NVO. PLAN),CALCULO DIFERENCIAL,9,F,17,5 
PREPARATORIA (NVO. PLAN),ADMINISTRACION I,9,F,17,5 
PREPARATORIA (NVO. PLAN),TEMAS SELECTOS DE QUIMICA I,9,F,17,5 
PREPARATORIA (NVO. PLAN),TECNOLOGIA I,10,F,17,5 
PREPARATORIA (NVO. PLAN),ECOLOGIA Y MEDIO AMBIENTE,10,F,17,5 
PREPARATORIA (NVO. PLAN),TEM.SELEC.DE CIENC.D/LA SAL.I,10,F,17,5 
PREPARATORIA (NVO. PLAN),TEMAS SELECTOS DE FISICA I,9,F,17,5 
PREPARATORIA (NVO. PLAN),LENGUA ADICIONAL AL ESPANOL IV,7,M,17,5 
PREPARATORIA (NVO. PLAN),ADMINISTRACION I,5,M,17,5 
PREPARATORIA (NVO. PLAN),TEMAS SELECTOS DE FISICA I,5,M,17,5 
PREPARATORIA (NVO. PLAN),PSICOLOGIA,5,M,17,5 
PREPARATORIA (NVO. PLAN),CALCULO DIFERENCIAL,5,M,17,5 
PREPARATORIA (NVO. PLAN),SOCIOLOGIA,9,F,17,5 
PREPARATORIA (NVO. PLAN),BIOLOGIA II,8,F,17,5 
PREPARATORIA (NVO. PLAN),FILOSOFIA,9,F,17,5 
PREPARATORIA (NVO. PLAN),METODOLOGIA DE LA INVESTIGAC.,9,F,17,5 
PREPARATORIA (NVO. PLAN),COMPORTAMIENTO ORGANIZAC. I,8,F,17,5 
PREPARATORIA (NVO. PLAN),PROBABILIDAD Y ESTADISTICA,6,M,17,5 
PREPARATORIA (NVO. PLAN),TECNOLOGIA I,9,M,17,5 
PREPARATORIA (NVO. PLAN),ECOLOGIA Y MEDIO AMBIENTE,8,M,17,5 
PREPARATORIA (NVO. PLAN),DERECHO,9,M,17,5 
PREPARATORIA (NVO. PLAN),FILOSOFIA,8,M,17,5 
PREPARATORIA (NVO. PLAN),TECNOLOGIA I,9,F,17,5 
PREPARATORIA (NVO. PLAN),METODOLOGIA DE LA INVESTIGAC.,8,F,17,5 
PREPARATORIA (NVO. PLAN),TEMAS SELECTOS DE FISICA I,7,F,17,5 
PREPARATORIA (NVO. PLAN),TEMAS SELECTOS DE QUIMICA I,7,F,17,5 
PREPARATORIA (NVO. PLAN),CALCULO DIFERENCIAL,7,F,17,5 
PREPARATORIA (NVO. PLAN),BIOLOGIA II,8,F,17,5 
PREPARATORIA (NVO. PLAN),FILOSOFIA,8,F,17,5 
PREPARATORIA (NVO. PLAN),LITERATURA II,9,F,17,4 
PREPARATORIA (NVO. PLAN),PSICOLOGIA,10,F,17,4 
PREPARATORIA (NVO. PLAN),ADMINISTRACION I,10,F,17,4 
PREPARATORIA (NVO. PLAN),METODOLOGIA DE LA INVESTIGAC.,8,F,17,4 
PREPARATORIA (NVO. PLAN),MATEMATICAS IV,9,F,17,4 
PREPARATORIA (NVO. PLAN),LENGUA ADICIONAL AL ESPANOL IV,10,M,17,5 
PREPARATORIA (NVO. PLAN),ECOLOGIA Y MEDIO AMBIENTE,9,M,17,5 
PREPARATORIA (NVO. PLAN),LITERATURA II,9,M,17,5 
PREPARATORIA (NVO. PLAN),PSICOLOGIA,10,M,17,5 
PREPARATORIA (NVO. PLAN),TECNOLOGIA I,10,M,17,5 
PREPARATORIA (NVO. PLAN),METODOLOGIA DE LA INVESTIGAC.,9,M,17,4 
PREPARATORIA (NVO. PLAN),FILOSOFIA,9,M,17,4 
PREPARATORIA (NVO. PLAN),ADMINISTRACION I,10,M,17,4 
PREPARATORIA (NVO. PLAN),ECOLOGIA Y MEDIO AMBIENTE,10,M,17,4 
PREPARATORIA (NVO. PLAN),PSICOLOGIA,10,M,17,4 
PREPARATORIA (NVO. PLAN),TECNOLOGIA I,10,F,16,5 
PREPARATORIA (NVO. PLAN),ECOLOGIA Y MEDIO AMBIENTE,10,F,16,5 
PREPARATORIA (NVO. PLAN),METODOLOGIA DE LA INVESTIGAC.,10,F,16,5 
PREPARATORIA (NVO. PLAN),PSICOLOGIA,10,F,16,5 
PREPARATORIA (NVO. PLAN),LITERATURA II,10,F,16,5 
PREPARATORIA (NVO. PLAN),ESTRUC.SOCIOECONOM. DE MEXICO,10,M,18,6 
PREPARATORIA (NVO. PLAN),CALIDAD Y PRODUCTIVIDAD,10,M,18,6 
PREPARATORIA (NVO. PLAN),TEMAS SELECTOS DE QUIMICA II,9,M,18,6 
PREPARATORIA (NVO. PLAN),ADMINISTRACION II,10,M,18,6 
PREPARATORIA (NVO. PLAN),CALCULO DIFERENCIAL,10,M,18,6 
PREPARATORIA (NVO. PLAN),TEMAS SELECTOS DE FISICA II,9,M,18,6 
PREPARATORIA (NVO. PLAN),TECNOLOGIA II,10,M,18,6 
PREPARATORIA (NVO. PLAN),CALCULO INTEGRAL,5,M,18,6 
PREPARATORIA (NVO. PLAN),FILOSOFIA,10,F,17,4 
PREPARATORIA (NVO. PLAN),PSICOLOGIA,10,F,17,4 
PREPARATORIA (NVO. PLAN),LITERATURA II,10,F,17,4 
PREPARATORIA (NVO. PLAN),ECOLOGIA Y MEDIO AMBIENTE,10,F,17,4 
PREPARATORIA (NVO. PLAN),ADMINISTRACION I,10,F,17,4 
PREPARATORIA (NVO. PLAN),METODOLOGIA DE LA INVESTIGAC.,8,M,17,4 
PREPARATORIA (NVO. PLAN),PSICOLOGIA,9,M,17,4 
PREPARATORIA (NVO. PLAN),FILOSOFIA,8,M,17,4 
PREPARATORIA (NVO. PLAN),BIOLOGIA II,5,M,17,4 
PREPARATORIA (NVO. PLAN),MATEMATICAS IV,8,M,17,4 
PREPARATORIA (NVO. PLAN),FILOSOFIA,10,F,17,4 
PREPARATORIA (NVO. PLAN),ADMINISTRACION I,9,F,17,4 
PREPARATORIA (NVO. PLAN),PSICOLOGIA,9,F,17,4 
PREPARATORIA (NVO. PLAN),METODOLOGIA DE LA INVESTIGAC.,8,F,17,4 
PREPARATORIA (NVO. PLAN),ECOLOGIA Y MEDIO AMBIENTE,9,F,17,4 
PREPARATORIA (NVO. PLAN),ESTRUC.SOCIOECONOM. DE MEXICO,9,M,18,6 
PREPARATORIA (NVO. PLAN),CALIDAD Y PRODUCTIVIDAD,9,M,18,6 
PREPARATORIA (NVO. PLAN),COMPORTAM. ORGANIZACIONAL II,10,M,18,6 
PREPARATORIA (NVO. PLAN),MATEMATICAS FINANCIERAS,9,M,18,6 
PREPARATORIA (NVO. PLAN),CALCULO DIFERENCIAL,8,F,17,5 
PREPARATORIA (NVO. PLAN),CALIDAD Y PRODUCTIVIDAD,9,F,17,5 
PREPARATORIA (NVO. PLAN),TEMAS SELECTOS DE QUIMICA I,8,F,17,5 
PREPARATORIA (NVO. PLAN),ADMINISTRACION I,10,F,17,5 
PREPARATORIA (NVO. PLAN),TEMAS SELECTOS DE FISICA I,9,F,17,5 
PREPARATORIA (NVO. PLAN),TECNOLOGIA I,10,F,17,5 
PREPARATORIA (NVO. PLAN),TEM.SELEC.DE CIENC.D/LA SAL.I,10,F,17,5 
PREPARATORIA (NVO. PLAN),PSICOLOGIA,9,F,16,4 
PREPARATORIA (NVO. PLAN),BIOLOGIA II,7,F,16,4 
PREPARATORIA (NVO. PLAN),LENGUA ADICIONAL AL ESPANOL IV,8,F,16,4 
PREPARATORIA (NVO. PLAN),LITERATURA II,8,F,16,4 
PREPARATORIA (NVO. PLAN),FILOSOFIA,9,F,16,4 
PREPARATORIA (NVO. PLAN),MATEMATICAS I,8,M,17,2 
PREPARATORIA (NVO. PLAN),INTR. A LAS CIENCIAS SOCIALES,6,M,17,2 
PREPARATORIA (NVO. PLAN),GEOGRAFIA,6,M,17,2 
PREPARATORIA (NVO. PLAN),ECOLOGIA Y MEDIO AMBIENTE,8,F,17,5 
PREPARATORIA (NVO. PLAN),TEM.SELEC.DE CIENC.D/LA SAL.I,9,F,17,5 
PREPARATORIA (NVO. PLAN),ADMINISTRACION I,9,F,17,5 
PREPARATORIA (NVO. PLAN),LITERATURA II,7,F,17,5 
PREPARATORIA (NVO. PLAN),TEMAS SELECTOS DE QUIMICA I,6,F,17,5 
PREPARATORIA (NVO. PLAN),PSICOLOGIA,8,F,17,5 
PREPARATORIA (NVO. PLAN),LITERATURA II,10,F,16,5 
PREPARATORIA (NVO. PLAN),PSICOLOGIA,10,F,16,5 
PREPARATORIA (NVO. PLAN),DERECHO,10,F,16,5 
PREPARATORIA (NVO. PLAN),MATEMATICAS IV,9,F,16,5 
PREPARATORIA (NVO. PLAN),ECOLOGIA Y MEDIO AMBIENTE,10,F,16,5 
PREPARATORIA (NVO. PLAN),ADMINISTRACION I,9,F,16,5 
PREPARATORIA (NVO. PLAN),TEMAS SELECTOS DE QUIMICA I,8,M,16,5 
PREPARATORIA (NVO. PLAN),TECNOLOGIA I,10,M,16,5 
PREPARATORIA (NVO. PLAN),ECOLOGIA Y MEDIO AMBIENTE,10,M,16,5 
PREPARATORIA (NVO. PLAN),CALCULO DIFERENCIAL,9,M,16,5 
PREPARATORIA (NVO. PLAN),ADMINISTRACION I,9,M,16,5 
PREPARATORIA (NVO. PLAN),BIOLOGIA I,8,F,16,2 
PREPARATORIA (NVO. PLAN),HISTORIA DE MEXICO II,8,F,16,2 
PREPARATORIA (NVO. PLAN),FISICA,8,F,16,2 
PREPARATORIA (NVO. PLAN),MATEMATICAS II,8,F,16,2 
PREPARATORIA (NVO. PLAN),TALLER DE LECTURA Y REDACC. II,6,F,16,2 
PREPARATORIA (NVO. PLAN),FISICA,9,F,16,2 
PREPARATORIA (NVO. PLAN),MATEMATICAS II,8,F,16,2 
PREPARATORIA (NVO. PLAN),HISTORIA DE MEXICO II,7,F,16,2 
PREPARATORIA (NVO. PLAN),BIOLOGIA I,8,F,16,2 
PREPARATORIA (NVO. PLAN),TALLER DE LECTURA Y REDACC. II,7,F,16,2 
PREPARATORIA (NVO. PLAN),LITERATURA II,10,M,17,5 
PREPARATORIA (NVO. PLAN),METODOLOGIA DE LA INVESTIGAC.,9,M,17,5 
PREPARATORIA (NVO. PLAN),BIOLOGIA II,10,M,17,5 
PREPARATORIA (NVO. PLAN),TEMAS SELECTOS DE QUIMICA I,10,M,17,5 
PREPARATORIA (NVO. PLAN),ADMINISTRACION I,10,M,17,5 
PREPARATORIA (NVO. PLAN),QUIMICA,6,M,17,6 
PREPARATORIA (NVO. PLAN),ADMINISTRACION I,8,M,17,6 
PREPARATORIA (NVO. PLAN),CIENCIAS DE LA COMUNICACION,6,M,17,6 
PREPARATORIA (NVO. PLAN),PROBABILIDAD Y ESTADISTICA,7,M,17,6 
PREPARATORIA (NVO. PLAN),TECNOLOGIA I,8,M,17,6 
PREPARATORIA (NVO. PLAN),FILOSOFIA,8,M,16,5 
PREPARATORIA (NVO. PLAN),TECNOLOGIA I,9,M,16,5 
PREPARATORIA (NVO. PLAN),BIOLOGIA II,9,M,16,5 
PREPARATORIA (NVO. PLAN),METODOLOGIA DE LA INVESTIGAC.,9,M,16,5 
PREPARATORIA (NVO. PLAN),COMPORTAMIENTO ORGANIZAC. I,10,M,16,5 
PREPARATORIA (NVO. PLAN),TECNOLOGIA I,10,F,16,5 
PREPARATORIA (NVO. PLAN),BIOLOGIA II,9,F,16,5 
PREPARATORIA (NVO. PLAN),METODOLOGIA DE LA INVESTIGAC.,9,F,16,5 
PREPARATORIA (NVO. PLAN),FILOSOFIA,10,F,16,5 
PREPARATORIA (NVO. PLAN),COMPORTAMIENTO ORGANIZAC. I,9,F,16,5 
PREPARATORIA (NVO. PLAN),TEMAS SELECTOS DE QUIMICA I,8,F,16,5 
PREPARATORIA (NVO. PLAN),FILOSOFIA,10,F,16,5 
PREPARATORIA (NVO. PLAN),METODOLOGIA DE LA INVESTIGAC.,8,F,16,5 
PREPARATORIA (NVO. PLAN),ECOLOGIA Y MEDIO AMBIENTE,10,F,16,5 
PREPARATORIA (NVO. PLAN),TECNOLOGIA I,10,F,16,5 
PREPARATORIA (NVO. PLAN),LENGUA ADICIONAL AL ESPANOL IV,10,M,19,4 
PREPARATORIA (NVO. PLAN),METODOLOGIA DE LA INVESTIGAC.,8,M,19,4 
PREPARATORIA (NVO. PLAN),FILOSOFIA,10,M,19,4 
PREPARATORIA (NVO. PLAN),ECOLOGIA Y MEDIO AMBIENTE,10,M,19,4 
PREPARATORIA (NVO. PLAN),PSICOLOGIA,10,M,19,4 
PREPARATORIA (NVO. PLAN),CALIDAD Y PRODUCTIVIDAD,8,F,19,6 
PREPARATORIA (NVO. PLAN),MATEMATICAS FINANCIERAS,7,F,19,6 
PREPARATORIA (NVO. PLAN),HISTORIA DEL ARTE,9,F,19,6 
PREPARATORIA (NVO. PLAN),ESTRUC.SOCIOECONOM. DE MEXICO,9,F,19,6 
PREPARATORIA (NVO. PLAN),ADMINISTRACION II,7,F,19,6 
PREPARATORIA (NVO. PLAN),COMPORTAM. ORGANIZACIONAL II,6,F,19,6 
PREPARATORIA (NVO. PLAN),CIENCIAS DE LA COMUNICACION,7,F,19,6 
PREPARATORIA (NVO. PLAN),INFORMATICA II,7,M,17,4 
PREPARATORIA (NVO. PLAN),LENGUA ADIC. AL ESPANOL III,8,M,17,4 
PREPARATORIA (NVO. PLAN),FILOSOFIA,6,M,17,4 
PREPARATORIA (NVO. PLAN),MATEMATICAS IV,5,M,17,4 
PREPARATORIA (NVO. PLAN),QUIMICA,5,M,17,4 
PREPARATORIA (NVO. PLAN),LITERATURA II,8,F,17,4 
PREPARATORIA (NVO. PLAN),LENGUA ADICIONAL AL ESPANOL IV,9,F,17,4 
PREPARATORIA (NVO. PLAN),METODOLOGIA DE LA INVESTIGAC.,8,F,17,4 
